ID,Url,Price,Name,Manufacturer,Image,Image_Url,Compatibility,Cooling_Potential,Fan_RPM,Noise_Level,Dimensions
163,https://www.jimms.fi/fi/Product/Show/178856/hx6210/jonsbo-hx6210-prosessorijaahdytin-musta,67.9,Hx6210,Jonsbo,COOLER_369522-ig800gg.jpg,https://ic.jimms.fi/product/2/7/369522-ig800gg.jpg,Lga115x/1200/1700/2011/2066; amd: am4 / am5,210w,1400 rpm (+/- 10%),,92 x 92 x 125 mm
164,https://www.jimms.fi/fi/Product/Show/187325/ak-cc7402bt01/akasa-2u-cooler-for-intel-core-i7-xeon-lga1700-compatible,68.9,2u cooler for intel core i7 & xeon,Akasa,COOLER_414608-ig800gg.jpg,https://ic.jimms.fi/product/0/1/414608-ig800gg.jpg,Intel® lga1700 / 1200 / 115x / 1356 / 1366,130w,3000 - 6000rpm,46.5 db(a),90 x 89 x 42.5 mm (w x d x h)
165,https://www.jimms.fi/fi/Product/Show/181791/r-ak400-whnnmn-g-1/deepcool-ak400-wh-prosessorijaahdytin,41.9,Ak400 wh,DeepCool,COOLER_385999-ig800gg.jpg,https://ic.jimms.fi/product/9/0/385999-ig800gg.jpg,Lga1700 / 1200 / 1151 / 1150 / 1155; amd: am5 / am4,,500 ~ 1850 rpm +/- 10 %,</= 29 db(a),127 x 97 x 155 mm
166,https://www.jimms.fi/fi/Product/Show/185012/umbra-ex180-argb/kolink-umbra-ex180-argb-prosessorijaahdytin,34.9,Umbra ex180 argb,Kolink,COOLER_402087-ig800gg.jpg,https://ic.jimms.fi/product/8/2/402087-ig800gg.jpg,,180 w,800 ~ 1800 rpm (pwm) +/- 10 %,"28,6 db(a)",130 x 75 x 157 mm
167,https://www.jimms.fi/fi/Product/Show/178317/acfre00095a/arctic-freezer-i35-co-prosessorijaahdytin,38.9,Freezer i35 co,ARCTIC,COOLER_366914-ig800gg.jpg,https://ic.jimms.fi/product/1/5/366914-ig800gg.jpg,"Intel lga 1700, 1200, 115x",,"200 - 1800 rpm, 0 rpm < 10 % pwm","0,35 sone","133 x 91 x 158,5 mm"
168,https://www.jimms.fi/fi/Product/Show/130694/sst-ar01-v2/silverstone-ar01-v2-argon-120mm-pwm-jaahdytyssiili,37,Ar01-v2 argon 120mm pwm jäähdytyssiili,SilverStone,COOLER_167028-ig800gg.jpg,https://ic.jimms.fi/product/2/1/167028-ig800gg.jpg,Fm2/fm1/am4/am3/am2,,"120×120×25mm, 1000-2200rpm(pwm)",16.4 -33.5dba,120×50×159mm (ilman tuuletinta)
169,https://www.jimms.fi/fi/Product/Show/185198/r-ak400-bknnmn-g-2/deepcool-ak400-zero-dark-prosessorijaahdytin,41.9,Ak400 zero dark,DeepCool,COOLER_408833-ig800gg.jpg,https://ic.jimms.fi/product/3/6/408833-ig800gg.jpg,Am5 / am4,,500 ~ 1850 rpm +/- 10 %,</= 29 db(a),127 x 97 x 155 mm
170,https://www.jimms.fi/fi/Product/Show/196657/cr-3000-argb/jonsbo-cr-3000-argb-black-prosessorijaahdytin,56.9,Cr-3000 argb black,Jonsbo,COOLER_464906-ig800gg.jpg,https://ic.jimms.fi/product/0/3/464906-ig800gg.jpg,Lga 1700/1200/115x/2011; amd: am4/am5,260 w,600 - 1500 rpm (+/- 10 %),22 - 32 db(a) (max),120 x 132 x 160 mm
171,https://www.jimms.fi/fi/Product/Show/131083/0-761345-10922-2/antec-a30-prosessorijaahdytin,19.9,A30,Antec,COOLER_168387-ig800gg.jpg,https://ic.jimms.fi/product/8/2/168387-ig800gg.jpg,Intel: 775 / 115x / 1200; amd: fm1 / am3(+) / am2(+) / am4,,,20 dba,"16 x 80,6 x 122,5 mm"
172,https://www.jimms.fi/fi/Product/Show/185991/ey3a010/endorfy-fortis-5-argb-prosessorijaahdytin,69.9,Fortis 5 argb,Endorfy,COOLER_407392-ig800gg.jpg,https://ic.jimms.fi/product/9/7/407392-ig800gg.jpg,"Lga1700, lga1200, lga1150, lga1151, lga1155, lga1156, lga775, lga2066, lga2011-3, lga2011 (square ilm); amd: am5, am4, am3(+), am2(+), fm2(+), fm1",220 w,250 (+/- 100) - 1400 (+/- 10 %) rpm,,159 x 144 x 107 mm
173,https://www.jimms.fi/fi/Product/Show/179358/ak-cc4017ep01/akasa-alucia-h4-prosessorijaahdytin-musta-sininen,39.9,Alucia h4,Akasa,COOLER_371909-ig800gg.jpg,https://ic.jimms.fi/product/0/0/371909-ig800gg.jpg,"Lga2066, lga2011, lga1156, lga1155, lga1151, lga1150, lga1200; amd: am4",,500 - 2000 rpm,"33,1 db(a)",154 x 120 x 96 mm
174,https://www.jimms.fi/fi/Product/Show/178335/acfre00112a/arctic-freezer-a35-prosessorijaahdytin,24.9,Freezer a35,ARCTIC,COOLER_366979-ig800gg.jpg,https://ic.jimms.fi/product/7/0/366979-ig800gg.jpg,"Amd am5, am4",,"200 - 1800 rpm, 0 rpm < 10 % pwm","0,35 sone","133 x 91 x 158,5 mm"
175,https://www.jimms.fi/fi/Product/Show/196898/ak-cc1111bp01/akasa-alucia-h4a-low-profile-amd-am5-am4-4-heatpipes-cpu-cooler,40.9,Alucia h4a,Akasa,COOLER_466386-ig800gg.jpg,https://ic.jimms.fi/product/8/3/466386-ig800gg.jpg,"Amd am4, am5",Perfect for small form factor cases; maximum reliability in cooling performance; advanced fan; secure and easy mounting; optimised footprint for ideal memory compatibility,Perfect for small form factor cases; maximum reliability in cooling performance; advanced fan; secure and easy mounting; optimised footprint for ideal memory compatibility,17 - 35.8 db(a),
176,https://www.jimms.fi/fi/Product/Show/187334/ak-cc4025hp01/akasa-soho-h6l-6-heatpipes-argb-low-profile-cpu-cooler-67mm-height,69.9,Soho h6l,Akasa,COOLER_414667-ig800gg.jpg,https://ic.jimms.fi/product/6/2/414667-ig800gg.jpg,"Lga115x, lga1200, and amd am4",,500-2000 rpm,,
177,https://www.jimms.fi/fi/Product/Show/162174/cr-201/jonsbo-cr-201-prosessorijaahdytin,39.9,Cr-201,Jonsbo,COOLER_289993-ig800gg.jpg,https://ic.jimms.fi/product/9/6/289993-ig800gg.jpg,Intel: lga 1200 / 115x / 775; amd: fm2(+) / fm1 / am4 / am3(+) / am2(+),,800 - 1500 rpm +/- 10 %,18.5 - 30.8 dba,160 x 94 x 129 mm
178,https://www.jimms.fi/fi/Product/Show/150038/nh-u12a/noctua-nh-u12a-prosessorijaahdytin,119.9,Nh-u12a,Noctua,COOLER_236472-ig800gg.jpg,https://ic.jimms.fi/product/7/7/236472-ig800gg.jpg,Intel lga 115x / 1200 / 1700 / 2011 / 2066 amd am5 / am4;  secufirm2 -kiinnitysjärjestelmä (intel / amd) nt-h1 -lämpötahna,,2000 rpm,"22,6 db(a)",158 x 125 x 58 mm
179,https://www.jimms.fi/fi/Product/Show/140652/sst-ar11/silverstone-argon-sst-ar11-proseossrijaahdytin,39,Argon sst-ar11 proseossrijäähdytin,SilverStone,COOLER_199229-ig800gg.jpg,https://ic.jimms.fi/product/2/0/199229-ig800gg.jpg,Intel socket lga1150/1151/1155/1156/1200,,"92mm x 92mm x 15mm, 44,5 dba (maks.), kaksoiskuulalaakeri, 55,76cfm (maks.), 1200~3000rpm","92mm x 92mm x 15mm, 44,5 dba (maks.), kaksoiskuulalaakeri, 55,76cfm (maks.), 1200~3000rpm",97mm (l) x 47mm (s) x 94mm (k) (ilman tuuletinta)
180,https://www.jimms.fi/fi/Product/Show/190441/nh-u12s-dx-4677/noctua-nh-u12s-dx-4677-prosessorijaahdytin,139.9,Nh-u12s dx-4677,Noctua,COOLER_429681-ig800gg.jpg,https://ic.jimms.fi/product/8/8/429681-ig800gg.jpg,Intel xeon lga4677,Katso,2000 rpm,"22,6 db(a)",158 x 125 x 45 mm
181,https://www.jimms.fi/fi/Product/Show/196596/r-ak500-whadmn-g/deepcool-ak500-digital-wh-prosessorijaahdytin,72.9,Ak500 digital wh,DeepCool,COOLER_464656-ig800gg.jpg,https://ic.jimms.fi/product/5/3/464656-ig800gg.jpg,Am5 / am4,,500 ~ 1850 rpm +/- 10 % / 500 ~ 1550 rpm +/- 10 % (lsp),"</= 28 db(a) / </= 25,9 db(a)",127 x 117 x 160 mm
182,https://www.jimms.fi/fi/Product/Show/111514/ak-cc4016ep01/akasa-nero-lx-2-prosessorijaahdytin-lga775-115x-1200-1366-amx-fmx,26.9,Nero lx 2  (lga775/115x/1200/1366,Akasa,COOLER_121425-ig800gg.jpg,https://ic.jimms.fi/product/2/4/121425-ig800gg.jpg,"Intel lga775, lga115x, 1200, lga1366, amd am2, am2+. am3, fm1",,,"120 x 120 x 15mm, 61.37cfm (max.), 32,9dba",120 x 120 x 57mm
183,https://www.jimms.fi/fi/Product/Show/111797/nh-d15s/noctua-prosessorijaahdytin-nh-d15s,99.9,Nh-d15s,Noctua,COOLER_121970-ig800gg.jpg,https://ic.jimms.fi/product/7/9/121970-ig800gg.jpg,"Intel - lga115x/1200/1700/2011(-3)/2066, amd - am4/am5",,Tuuletimen 1500rpm versio,1 x low noise adaptor (l.n.a): tuuletinklipsut toisen tuulettimen asentamiseksi,
184,https://www.jimms.fi/fi/Product/Show/195297/ak-cc6615bp01/akasa-vegas-chroma-ilg-argb-aluminium-intelr-lga1700-mini-itx-low-profile-cooler,27.9,Vegas chroma ilg,Akasa,COOLER_457019-ig800gg.jpg,https://ic.jimms.fi/product/1/0/457019-ig800gg.jpg,Intel lga1700,73,600 - 3000 rpm,16 - 35 db(a),∅74.5 x 15.5 mm
185,https://www.jimms.fi/fi/Product/Show/140444/0r100060/raijintek-juno-x-prosessorijaahdytin-musta,9.9,Juno x,Raijintek,COOLER_198342-ig800gg.jpg,https://ic.jimms.fi/product/4/7/198342-ig800gg.jpg,Intel lga 775 / 115x / 1200 amd am4 / am3(+) / am2(+) / 754 / 939 / 940,70w,1200 ~ 2500 rpm (pwm-hallittu),26 dba (maks.),118 x 118 x 58mm
186,https://www.jimms.fi/fi/Product/Show/187461/r-ak500-bknnmt-g-1/deepcool-ak500-zero-dark-prosessorijaahdytin,69.9,Ak500 zero dark,DeepCool,COOLER_415498-ig800gg.jpg,https://ic.jimms.fi/product/9/1/415498-ig800gg.jpg,Lga2066 / 2011-v3 / 2011 / 1700 / 1200 / 1151 / 1150 / 1155; amd: am5 / am4,,500 ~ 1850 rpm +/- 10 % / lsp kanssa 500 ~ 1550 rpm +/- 10 %,"</= 31,5 db(a) / lsp kanssa </= 25,9 db(a)",127 x 117 x 158 mm
187,https://www.jimms.fi/fi/Product/Show/194653/aptc-pf30517-11/apnx-ap1-v-argb-bk-prosessorijaahdytin-musta,49.9,Ap1-v argb bk,APNX,COOLER_465176-ig800gg.jpg,https://ic.jimms.fi/product/7/3/465176-ig800gg.jpg,Lga 1700/1200/115x; amd: am4/am5,245 w,Pwm 600 - 1800 rpm,"16,1 - 32,8 dba","128 x 76,5 x 157 mm (128 x 92 x 157 mm kiinnikkeillä)"
188,https://www.jimms.fi/fi/Product/Show/196900/ak-cc7501bp01/akasa-alucia-h4i-low-profile-4-heatpipes-cpu-cooler,40.9,Alucia h4i,Akasa,COOLER_466393-ig800gg.jpg,https://ic.jimms.fi/product/9/6/466393-ig800gg.jpg,"Intel lga1150, lga1151, lga1155, lga1156, lga1200, lga1700",Perfect for small form factor cases; maximum reliability in cooling performance; advanced fan; secure and easy mounting; optimised footprint for ideal memory compatibility,Perfect for small form factor cases; maximum reliability in cooling performance; advanced fan; secure and easy mounting; optimised footprint for ideal memory compatibility,17 - 35.8 db(a),
189,https://www.jimms.fi/fi/Product/Show/181458/nh-d12l/noctua-nh-d12l-prosessorijaahdytin,99.9,Nh-d12l,Noctua,COOLER_383457-ig800gg.jpg,https://ic.jimms.fi/product/5/2/383457-ig800gg.jpg,"Lga1700, lga1200, lga1156, lga1155, lga1151, lga1150, lga2011, lga2066; amd: am4, am5",,Maksimi kierrosnopeus (+/- 10 %): 2000 rpm / 1700 rpm,"22,6 db(a) / 18,8 db(a)",145 x 125 x 113 mm
190,https://www.jimms.fi/fi/Product/Show/193988/pa120-white-1700/thermalright-peerless-assassin-120-white-prosessorijaahdytin-valkoinen,54.9,Peerless assassin 120 white,Thermalright,COOLER_449346-ig800gg.jpg,https://ic.jimms.fi/product/4/3/449346-ig800gg.jpg,Intel: 115x / 2011 / -3 / 2066 / 1200 / 1700; amd: am4 / am5,,1500 rpm +/- 10 % (max),25.6 dba,125 x 135 x 157 mm
191,https://www.jimms.fi/fi/Product/Show/107854/f4-2400c15q-32grb/g-skill-32gb-4-x-8gb-ddr4-2400mhz-cl15-1-2v,110.9,32gb (4 x 8gb),G.Skill,COOLER_114301-ig800gg.jpg,https://ic.jimms.fi/product/0/8/114301-ig800gg.jpg,,,,,
192,https://www.jimms.fi/fi/Product/Show/152740/sst-kr02/silverstone-kr02-cpu-cooleri,24.9,Kr02,SilverStone,COOLER_248531-ig800gg.jpg,https://ic.jimms.fi/product/3/8/248531-ig800gg.jpg,Lga 115x / 1200 / 1366 / 2011 / 2066; amd: socket am2 / am3 / am4 / fm1 / fm2,,800 ~ 2800 rpm pwm,"13,6 ~ 34,8 dba",92 x 92 x 25 mm
193,https://www.jimms.fi/fi/Product/Show/141764/bk022/be-quiet-dark-rock-pro-4-prosessorijaahdytin-musta,103.9,Dark rock pro 4,be quiet!,COOLER_203813-ig800gg.jpg,https://ic.jimms.fi/product/1/6/203813-ig800gg.jpg,Intel lga 115x / 1200 / 1366 / 1700 / 2011(-3) square ilm / 2066 amd am5 / am4; kiinnityssarja intel & amd kyllä,250w,1200 rpm / 1500 rpm,"12,8 dba / 17,9 dba / 24,3 dba","145,7 x 136 x 162,8 mm"
194,https://www.jimms.fi/fi/Product/Show/183446/sst-xe04-sp3/silverstone-xe04-sp3-prosessorijaahdytin-4u,93,Xe04-sp3,SilverStone,COOLER_394357-ig800gg.jpg,https://ic.jimms.fi/product/5/2/394357-ig800gg.jpg,Amd socket sp3/tr4,,1300 ~ 3800 rpm,38 dba,92 x 25 x 92 mm
195,https://www.jimms.fi/fi/Product/Show/170811/rr-h411-20pw-r1/cooler-master-hyper-h411r-prosessorijaahdytin,34.9,Hyper h411r,Cooler Master,COOLER_327509-ig800gg.jpg,https://ic.jimms.fi/product/0/0/327509-ig800gg.jpg,"Lga2066, lga2011-v3, lga2011, lga1200, lga115x, lga1366, lga775; amd: am4, am3+, am3, am2+, am2, fm2+, fm2, fm1",100 w,600 ~ 2000 rm (pwm) +/- 10 %,"29,4 dba","102 x 83,4 x 136 mm / 90 x 63,5 x 136 mm (pelkkä jäähdytyssiili)"
196,https://www.jimms.fi/fi/Product/Show/193990/pa120-se-argb-1700/thermalright-peerless-assassin-120-se-argb-prosessorijaahdytin-musta-hopea,42.9,Peerless assassin 120 se argb,Thermalright,COOLER_449359-ig800gg.jpg,https://ic.jimms.fi/product/5/0/449359-ig800gg.jpg,Intel: 115x / 1200 / 1700; amd: am4 / am5,,1550 rpm +/- 10 % (max),25.6 dba,125 x 110 x 155 mm
197,https://www.jimms.fi/fi/Product/Show/196601/r-ak620-whadmn-g/deepcool-ak620-digital-wh-prosessorijaahdytin,84.9,Ak620 digital wh,DeepCool,COOLER_464695-ig800gg.jpg,https://ic.jimms.fi/product/9/4/464695-ig800gg.jpg,Am5 / am4,,500 ~ 1850 rpm +/- 10 %,</= 28 db(a),129 x 138 x 162 mm
198,https://www.jimms.fi/fi/Product/Show/115822/cr-m9i/cryorig-prosessorijaahdytin-m9i,34.9,M9i,Cryorig,COOLER_128893-ig800gg.jpg,https://ic.jimms.fi/product/9/6/128893-ig800gg.jpg,Lga 115x / 1200,120w,600 - 2200 rpm ±10 %,26.4 dba,L87 mm x w102 mm x h124.61 mm
199,https://www.jimms.fi/fi/Product/Show/175226/cl-p065-al12sw-a/thermaltake-ux200-argb-lighting-cpu-cooler-prosessorijaahdytin,49.9,Ux200 argb lighting cpu cooler,Thermaltake,COOLER_350479-ig800gg.jpg,https://ic.jimms.fi/product/7/0/350479-ig800gg.jpg,,,Pwm 300 ~ 1500 rpm,"26,33 dba","127 x 76 x 153,5 mm"
200,https://www.jimms.fi/fi/Product/Show/196598/r-ak500s-bkadmn-g/deepcool-ak500s-digital-prosessorijaahdytin,54.9,Ak500s digital,DeepCool,COOLER_464665-ig800gg.jpg,https://ic.jimms.fi/product/6/4/464665-ig800gg.jpg,Am5 / am4,,500 ~ 1850 rpm +/- 10 %,</= 28 db(a),125 x 96 x 160 mm
201,https://www.jimms.fi/fi/Product/Show/171424/scbsk-3000r/scythe-big-shuriken-3-rgb-prosessorijaahdytin,46.9,Big shuriken 3 rgb,Scythe,COOLER_330957-ig800gg.jpg,https://ic.jimms.fi/product/5/2/330957-ig800gg.jpg,"Socket lga775; socket lga1150; socket lga1151; socket lga1155; socket lga1156; socket lga1200; socket lga1366; socket lga2011 / 2011-v3 (square ilm); socket lga2066; tarvikkeet: kiinnitystarvikkeet intel ja amd -kannoille, lämpötahna, asennusopas, ruuvit 25mm paksun tuulettimen kiinnittämiseen",,300 (+/- 200 rpm) ~ 1800 rpm (+/- 10 %) - pwm-hallittu,"2,7 ~ 30 dba",122 x 69 x 122 mm (sis. tuulettimen)
202,https://www.jimms.fi/fi/Product/Show/144876/84000000096/alpenfohn-silvretta-prosessorijaahdytin,24.9,Silvretta,Alpenföhn,COOLER_216047-ig800gg.jpg,https://ic.jimms.fi/product/4/2/216047-ig800gg.jpg,,,800 - 2800 rpm,"14 - 37,6 db(a)",100 x 93 x 45 mm
203,https://www.jimms.fi/fi/Product/Show/177194/nh-l9i-17xx/noctua-nh-l9i-17xx-prosessorijaahdytin,49.9,Nh-l9i-17xx,Noctua,COOLER_361386-ig800gg.jpg,https://ic.jimms.fi/product/8/3/361386-ig800gg.jpg,Intel lga1700 (lga17xx perhe),,Maksimi kierrosnopeus (+/- 10 %): 2500 rpm / 1800 rpm,"23,6 db(a) / 14,8 db(a)",95 x 95 x 23 mm
204,https://www.jimms.fi/fi/Product/Show/75745/nh-l9i/noctua-prosessorijaahdytin-nh-l9i,49.9,Nh-l9i,Noctua,COOLER_70606-ig800gg.jpg,https://ic.jimms.fi/product/0/3/70606-ig800gg.jpg,Intel lga1150/1151/1155/1156/1200,,"2500 rpm, 57.5m³/h, 23.6dba (l.n.a: 1800, 40.8, 14.8), 12v, mtbf > 150 000h","2500 rpm, 57.5m³/h, 23.6dba (l.n.a: 1800, 40.8, 14.8), 12v, mtbf > 150 000h",
205,https://www.jimms.fi/fi/Product/Show/171325/nh-u12s-redux/noctua-nh-u12s-redux-prosessorijaahdytin,54.9,Nh-u12s redux,Noctua,COOLER_330536-ig800gg.jpg,https://ic.jimms.fi/product/3/3/330536-ig800gg.jpg,120 x 120 x 25 mm,,1700 rpm,"25,1 db(a)",158 x 125 x 45 mm
206,https://www.jimms.fi/fi/Product/Show/98058/0p105245/raijintek-themis-evo-heatpipe-cpu-jaahdytin,42.9,Themis evo heatpipe cpu-jäähdytin,Raijintek,COOLER_343382-ig800gg.jpg,https://ic.jimms.fi/product/8/7/343382-ig800gg.jpg,Intel: socket lga 2066/201x/1366/115x/1200/775 (core™ i3 / i5 / i7 / i9 cpu); amd: all am4/am3+/am3/am2+/am2/fm2+/fm2/fm1,,"120 mm pwm (max. 24,53 db, 1000-1500rpm, 65,68 cfm)",,122 x 82 x 165 mm (l x k x s)
207,https://www.jimms.fi/fi/Product/Show/157733/88885166/inter-tech-k-618-prosessorijaahdytin,59.9,K-618,Inter-Tech,COOLER_268497-ig800gg.jpg,https://ic.jimms.fi/product/9/2/268497-ig800gg.jpg,Intel socket lga 115x / 1200,Maks. 95w,,,90 x 90 x 66 mm
208,https://www.jimms.fi/fi/Product/Show/196444/acfre00133a/arctic-freezer-4u-m-prosessorijaahdytin,59.9,Freezer 4u-m,ARCTIC,COOLER_463849-ig800gg.jpg,https://ic.jimms.fi/product/4/0/463849-ig800gg.jpg,"Lga 4189, lga 4677; amd: sp6, str5, sp3, tr4, strx4, swrx8",,400 - 2300 rpm pwm-hallittu,40 dba,124 x 156 x 145 mm
209,https://www.jimms.fi/fi/Product/Show/195868/phantom-spirit-120/thermalright-phantom-spirit-120-prosessorijaahdytin,46.9,Phantom spirit 120,Thermalright,COOLER_460170-ig800gg.jpg,https://ic.jimms.fi/product/7/9/460170-ig800gg.jpg,,,1500 rpm +/- 10 % (max),"25,6 db",110 x 125 x 157 mm
210,https://www.jimms.fi/fi/Product/Show/122933/sst-nt09-115x/silverstone-nitrogon-series-nt09-115x-prosessorijaahdytin,16.9,Nitrogon series nt09-115x,SilverStone,COOLER_145212-ig800gg.jpg,https://ic.jimms.fi/product/1/7/145212-ig800gg.jpg,Intel socket lga 1200/1156/1155/1150/1151,65w,550 ~ 2500 rpm,18.5 ~ 32.0 dba,96 x 45 x 96 mm
211,https://www.jimms.fi/fi/Product/Show/140893/bk021/be-quiet-dark-rock-4-prosessorijaahdytin-musta,78.9,Dark rock 4,be quiet!,COOLER_199938-ig800gg.jpg,https://ic.jimms.fi/product/3/1/199938-ig800gg.jpg,Intel lga 115x / 1200 / 1366 / 2011(-3) square ilm / 2066 amd am2(+) / am3(+) / am4 / fm1 / fm2(+); kiinnityssarja intel & amd kyllä,200w,1400 rpm,"10,5 dba / 15,6 dba / 21,4 dba","96,3 x 136 x 159,4mm"
212,https://www.jimms.fi/fi/Product/Show/193992/pa120-se-white-argb-1700/thermalright-peerless-assassin-120-se-white-argb-prosessorijaahdytin-valkoinen,47.9,Peerless assassin 120 se white argb,Thermalright,COOLER_449373-ig800gg.jpg,https://ic.jimms.fi/product/7/6/449373-ig800gg.jpg,Intel: 115x / 1200 / 1700; amd: am4 / am5,,1550 rpm +/- 10 % (max),25.6 dba,125 x 110 x 155 mm
213,https://www.jimms.fi/fi/Product/Show/178334/acfre00094a/arctic-freezer-i35-prosessorijaahdytin,29.9,Freezer i35,ARCTIC,COOLER_366978-ig800gg.jpg,https://ic.jimms.fi/product/7/1/366978-ig800gg.jpg,"Intel lga 1700, 1200, 115x",,"200 - 1800 rpm, 0 rpm < 10 % pwm","0,35 sone","133 x 91 x 158,5 mm"
214,https://www.jimms.fi/fi/Product/Show/196899/ak-cc6616hp01/akasa-intel-lga1700-low-profile-copper-core-crew-backplate-cooler,24.9,Intel lga1700 low profile copper core crew+backplate cooler,Akasa,COOLER_466389-ig800gg.jpg,https://ic.jimms.fi/product/8/0/466389-ig800gg.jpg,Intel lga1700,73,600 - 3000 rpm,16 - 28.71 db(a),∅74 x 15 mm
215,https://www.jimms.fi/fi/Product/Show/196594/r-ak400-whadmn-g/deepcool-ak400-digital-wh-prosessorijaahdytin,47.9,Ak400 digital wh,DeepCool,COOLER_464643-ig800gg.jpg,https://ic.jimms.fi/product/4/6/464643-ig800gg.jpg,Am5 / am4,,500 ~ 1850 rpm +/- 10 %,</= 28 db(a),126 x 97 x 156 mm
216,https://www.jimms.fi/fi/Product/Show/181200/ak-cc6601ep01/akasa-ak-cc6601ep01-prosessorijaahdytin,17.9,Ak-cc6601ep01,Akasa,COOLER_381267-ig800gg.jpg,https://ic.jimms.fi/product/6/2/381267-ig800gg.jpg,Intel® lga 1700,35 w,600 - 3000 rpm (pwm-hallittu),"30,75 db(a)","87,2 x 85,2 x 26,92 mm"
217,https://www.jimms.fi/fi/Product/Show/140440/0r100072/raijintek-leto-pro-prosessorijaahdytin-musta-rgb,43.9,Leto pro,Raijintek,COOLER_198309-ig800gg.jpg,https://ic.jimms.fi/product/0/0/198309-ig800gg.jpg,Intel lga 2066 / 201x / 1366 / 1200 / 115x / 775 amd am4 / am3(+) / am2(+) / fm2(+) / fm1,,800 ~ 1800 rpm (pwm-hallittu),25 dba (maks.),127 x 101 x 155 mm
218,https://www.jimms.fi/fi/Product/Show/194585/r-ak400-bkadmn-g/deepcool-ak400-digital-prosessorijaahdytin,47.9,Ak400 digital,DeepCool,COOLER_453337-ig800gg.jpg,https://ic.jimms.fi/product/3/2/453337-ig800gg.jpg,Lga1700 / 1200 / 1151 / 1150 / 1155; amd: am5 / am4,,500 ~ 1850 rpm +/- 10 %,</= 28 db(a),126 x 97 x 156 mm
219,https://www.jimms.fi/fi/Product/Show/166894/nh-d15s-ch-bk/noctua-nh-d15s-chromax-black-prosessorijaahdytin,109.9,Nh-d15s chromax.black,Noctua,COOLER_308356-ig800gg.jpg,https://ic.jimms.fi/product/5/3/308356-ig800gg.jpg,Intel lga2066 / lga2011-0 & lga2011-3 (square ilm) / lga1700 / lga1200 / lga115x amd am4 / am5,,1500 rpm,Na-rc7 low-noise adaptor (l.n.a.): nt-h1 korkelaatuinen lämpötahna,160 x 150 x 135 mm
220,https://www.jimms.fi/fi/Product/Show/122950/bxts15a/intel-bxts15a-prosessorijaahdytin,39,Bxts15a,Intel,COOLER_227811-ig800gg.jpg,https://ic.jimms.fi/product/1/8/227811-ig800gg.jpg,Lga 115x / 1200,,1000 ~ 3850 rpm,"40,0 dba",94mm
221,https://www.jimms.fi/fi/Product/Show/171626/cnps10x-optima-white-rgb/zalman-cnps10x-optima-ii-rgb-prosessorijaahdytin-valkoinen,41.9,Cnps10x optima ii rgb,Zalman,COOLER_332148-ig800gg.jpg,https://ic.jimms.fi/product/4/1/332148-ig800gg.jpg,Lga2066 / 2011-v3 / 2011 / 1200 / 115x / 1366; amd: am4 / am3+ / am3 / fm2+ / fm2,,800 ~ 1500 +/- 10 % rpm,27 db(a) +/- 10 %,132 x 85 x 158 mm
222,https://www.jimms.fi/fi/Product/Show/143349/rr-h412-20pk-r2/cooler-master-hyper-h412r-prosessorijaahdytin,29.9,Hyper h412r,Cooler Master,COOLER_210321-ig800gg.jpg,https://ic.jimms.fi/product/2/8/210321-ig800gg.jpg,Intel: lga 1700; amd: am5,100 w,600 - 2000 rpm (pwm) +/- 10%,"29,4 dba","102 x 83,4 x 136mm / 90 x 63,5 x 136mm (pelkkä lämpösiili)"
223,https://www.jimms.fi/fi/Product/Show/162184/cr-2000gt/jonsbo-cr-2000-gt-prosessorijaahdytin,51.9,Cr-2000 gt,Jonsbo,COOLER_284687-ig800gg.jpg,https://ic.jimms.fi/product/8/2/284687-ig800gg.jpg,Lga 1700 / 1200 / 115x; amd: am4 / am5,,700 - 1500 rpm +/- 10 %,18.1 - 29.5 dba (maks.),159 x 120 x 134 mm
224,https://www.jimms.fi/fi/Product/Show/181202/ak-cc6603ep01/akasa-ak-cc6603ep01-prosessorijaahdytin-poistotuote-norm-19-90,14,Ak-cc6603ep01 - (poistotuote! norm. 19,Akasa,COOLER_381270-ig800gg.jpg,https://ic.jimms.fi/product/7/9/381270-ig800gg.jpg,Intel® lga 1700,77 w,600 - 3000 rpm (pwm-hallittu),"36,6 db(a)","95 x 95x 59,2 mm"
225,https://www.jimms.fi/fi/Product/Show/196912/nh-d9-tr5-sp6-4u/noctua-nh-d9-tr5-sp6-4u-prosessorijaahdytin,121.9,Nh-d9 tr5-sp6 4u,Noctua,COOLER_466494-ig800gg.jpg,https://ic.jimms.fi/product/9/5/466494-ig800gg.jpg,"Amd strx5, swrx9, sp6",Katso,2500 rpm,"30,6 db(a)",
226,https://www.jimms.fi/fi/Product/Show/155458/acfre00055a/arctic-freezer-50-tr-prosessorijaahdytin,69.9,Freezer 50 tr,ARCTIC,COOLER_259057-ig800gg.jpg,https://ic.jimms.fi/product/5/2/259057-ig800gg.jpg,"Amd sp3, str4",,": 1 x 120mm, 200 - 1800 rpm: 1 x 140mm, 200 - 1700 rpm","0,4 sone @ max. rpm",
