ID,Url,Price,Name,Manufacturer,Image,Image_Url,Type,Amount,Speed,Latency
375,https://www.jimms.fi/fi/Product/Show/174706/cmn32gx4m2z3200c16/corsair-32gb-2-x-16gb-vengeance-rgb-rt-ddr4-3200mhz-cl16-1-35v-musta,107.9,32gb (2 x 16gb) vengeance rgb rt,Corsair,RAM_348048-ig800gg.jpg,https://ic.jimms.fi/product/4/1/348048-ig800gg.jpg,Ddr4,32gb (2 x 16gb),3200mhz (pc4-25600),
376,https://www.jimms.fi/fi/Product/Show/188891/f5-5200j4040a16gx2-tz5rk/g-skill-32gb-2-x-16gb-trident-z5-rgb-ddr5-5200mhz-cl40-1-10v-musta,147.9,32gb (2 x 16gb) trident z5 rgb,G.Skill,RAM_422823-ig800gg.jpg,https://ic.jimms.fi/product/2/6/422823-ig800gg.jpg,Ddr5,32gb (2 x 16gb),5200 mt/s,40-40-40-83
377,https://www.jimms.fi/fi/Product/Show/130194/f4-4000c18d-16gtz/g-skill-16gb-2-x-8gb-trident-z-ddr4-4000mhz-cl18-1-35v-harmaa-punainen,117.9,16gb (2 x 8gb) trident z,G.Skill,RAM_165810-ig800gg.jpg,https://ic.jimms.fi/product/1/9/165810-ig800gg.jpg,Ddr4,16gb (2 x 8gb),4000 mhz,18-19-19-39-2n
378,https://www.jimms.fi/fi/Product/Show/190332/kf560c32rsak2-64/kingston-64gb-2-x-32gb-fury-renegade-rgb-ddr5-6000mhz-cl32-1-35v-musta-hopea,326.9,64gb (2 x 32gb) fury renegade rgb,Kingston,RAM_429293-ig800gg.jpg,https://ic.jimms.fi/product/9/6/429293-ig800gg.jpg,Ddr5,64gb (2 x 32gb),6000 mt/s,Cl32
379,https://www.jimms.fi/fi/Product/Show/173888/kf426c13rb1k4-64/kingston-64gb-4-x-16gb-fury-renegade-ddr4-2666mhz-cl13-musta,191.9,64gb (4 x 16gb) fury renegade,Kingston,RAM_344070-ig800gg.jpg,https://ic.jimms.fi/product/7/9/344070-ig800gg.jpg,Ddr4,64gb (4 x 16gb),2666mhz,Cl13
380,https://www.jimms.fi/fi/Product/Show/173813/kf432c16bb1k4-64/kingston-64gb-4-x-16gb-fury-beast-ddr4-3200mhz-cl16-1-35v-musta,179.9,64gb (4 x 16gb) fury beast,Kingston,RAM_343866-ig800gg.jpg,https://ic.jimms.fi/product/6/3/343866-ig800gg.jpg,Ddr4,64gb (4 x 16gb),3200mhz,Cl16 (16-18-18)
381,https://www.jimms.fi/fi/Product/Show/190691/kvr56s46bd8-32/kingston-32gb-1-x-32gb-valueram-ddr5-5600mhz-so-dimm-cl46-1-10v,130.9,32gb (1 x 32gb) valueram,Kingston,RAM_431256-ig800gg.jpg,https://ic.jimms.fi/product/5/3/431256-ig800gg.jpg,Ddr5 sodimm 262-pin,32gb (1 x 32gb),5600 mt/s,Cl46
382,https://www.jimms.fi/fi/Product/Show/192229/kf552c40bwak4-64/kingston-64gb-4-x-16gb-fury-beast-white-rgb-ddr5-5200mhz-cl40-1-25v-valkoinen,297.9,64gb (4 x 16gb) fury beast white rgb,Kingston,RAM_440495-ig800gg.jpg,https://ic.jimms.fi/product/9/4/440495-ig800gg.jpg,Ddr5,64gb (4 x 16gb),5200 mt/s,Cl40 (40-40-40)
383,https://www.jimms.fi/fi/Product/Show/177024/ct2k8g48c40u5/crucial-16gb-2-x-8gb-ddr5-4800mhz-cl40-1-10v-musta,82.9,16gb (2 x 8gb) ddr5 4800mhz,Crucial,RAM_360167-ig800gg.jpg,https://ic.jimms.fi/product/6/2/360167-ig800gg.jpg,Ddr5,16gb (2 x 8gb),Ddr5-4800 (pc5-38400),40 (40-39-39)
384,https://www.jimms.fi/fi/Product/Show/195732/cmp64gx5m2b6400c32/corsair-64gb-2-x-32gb-dominator-titanium-ddr5-6400mhz-cl32-1-40v-musta,369.9,64gb (2 x 32gb) dominator titanium,Corsair,RAM_459562-ig800gg.jpg,https://ic.jimms.fi/product/6/7/459562-ig800gg.jpg,Ddr5,64gb (2 x 32gb),Ddr5-6400,32-40-40-84
385,https://www.jimms.fi/fi/Product/Show/143307/kcp426ns8-8/kingston-8gb-1-x-8gb-ddr4-2666-mhz-cl19-1-20v,28.9,8gb (1 x 8gb) ddr4 2666 mhz,Kingston,RAM_210170-ig800gg.jpg,https://ic.jimms.fi/product/7/9/210170-ig800gg.jpg,Ddr4 sdram,8 gb,2666 mhz (pc4-21300),
386,https://www.jimms.fi/fi/Product/Show/192205/kcp548ss8-16/kingston-16gb-1-x-16gb-ddr5-4800mhz-so-dimm-cl40-1-10v,71.9,16gb (1 x 16gb) ddr5 4800mhz,Kingston,RAM_440391-ig800gg.jpg,https://ic.jimms.fi/product/9/8/440391-ig800gg.jpg,Ddr5 sdram,16 gb,4800 mhz (pc5-38400),
387,https://www.jimms.fi/fi/Product/Show/184855/kf560c36bbeak2-32/kingston-32gb-2-x-16gb-fury-beast-ddr5-rgb-6000mhz-cl36-1-35v-musta,154.9,32gb (2 x 16gb) fury beast ddr5 rgb,Kingston,RAM_402849-ig800gg.jpg,https://ic.jimms.fi/product/4/0/402849-ig800gg.jpg,Ddr5,32gb (2 x 16gb),6000 mt/s,Cl36
388,https://www.jimms.fi/fi/Product/Show/176669/kf552c40bbk2-32/kingston-32gb-2-x-16gb-fury-beast-ddr5-5200mhz-cl40-1-25v-musta,134.9,32gb (2 x 16gb) fury beast,Kingston,RAM_359880-ig800gg.jpg,https://ic.jimms.fi/product/8/9/359880-ig800gg.jpg,Ddr5,32gb (2 x 16gb),5200 mhz,Cl40
389,https://www.jimms.fi/fi/Product/Show/192444/cmh32gx5m2b6000c30/corsair-32gb-2-x-16gb-vengeance-rgb-ddr5-6000mhz-cl30-1-40v-musta-harmaa,172.9,32gb (2 x 16gb) vengeance rgb,Corsair,RAM_441706-ig800gg.jpg,https://ic.jimms.fi/product/0/3/441706-ig800gg.jpg,Ddr5,32gb (2 x 16gb),Ddr5-6000,30-36-36-76
390,https://www.jimms.fi/fi/Product/Show/188900/f5-6000j3040f16gx2-tz5rk/g-skill-32gb-2-x-16gb-trident-z5-rgb-ddr5-6000mhz-cl30-1-35v-musta,150.9,32gb (2 x 16gb) trident z5 rgb,G.Skill,RAM_422869-ig800gg.jpg,https://ic.jimms.fi/product/6/0/422869-ig800gg.jpg,Ddr5,32gb (2 x 16gb),6000 mt/s,30-40-40-96
391,https://www.jimms.fi/fi/Product/Show/188114/cmt32gx5m2b6400c32/corsair-32gb-2-x-16gb-dominator-platinum-rgb-ddr5-6400mhz-cl32-1-40v-musta,205.9,32gb (2 x 16gb) dominator platinum rgb,Corsair,RAM_418900-ig800gg.jpg,https://ic.jimms.fi/product/0/9/418900-ig800gg.jpg,Ddr5,32gb (2 x 16gb),Ddr5-6400,32-40-40-84
392,https://www.jimms.fi/fi/Product/Show/169263/cmh32gx4m2z3600c18/corsair-32gb-2-x-16gb-vengeance-rgb-pro-sl-ddr4-3600mhz-cl18-1-35v-musta,105.9,32gb (2 x 16gb) vengeance rgb pro sl,Corsair,RAM_320390-ig800gg.jpg,https://ic.jimms.fi/product/9/9/320390-ig800gg.jpg,Ddr4,32gb (2 x 16gb),3600mhz (pc4-28800),18-22-22-42
393,https://www.jimms.fi/fi/Product/Show/177236/ct2k8g4dfra32a/crucial-16gb-2-x-8gb-ddr4-3200mhz-cl22-1-20v,49.9,16gb (2 x 8gb) ddr4 3200mhz,Crucial,RAM_361461-ig800gg.jpg,https://ic.jimms.fi/product/6/8/361461-ig800gg.jpg,Ddr4 dimm 288-pin,16gb (2 x 8gb),3200mhz (pc4-25600),Cl22
394,https://www.jimms.fi/fi/Product/Show/116892/cmk16gx4m2b3000c15/corsair-16gb-2x8gb-vengeance-lpx-black-ddr4-3000mhz-1-35v-cl15,59.9,16gb (2x8gb) vengeance lpx black,Corsair,RAM_131111-ig800gg.jpg,https://ic.jimms.fi/product/1/8/131111-ig800gg.jpg,Ddr4,16gb,3000mhz,15-17-17-35
395,https://www.jimms.fi/fi/Product/Show/81287/kvr16s11k2-16/kingston-16gb-2-x-8gb-ddr3-1600mhz-sodimm-cl11-1-5v,95.9,16gb (2 x 8gb),Kingston,RAM_79844-ig800gg.jpg,https://ic.jimms.fi/product/4/5/79844-ig800gg.jpg,Sodimm ddr3,,,
396,https://www.jimms.fi/fi/Product/Show/188863/f5-5600j2834f16gx2-rs5w/g-skill-32gb-2-x-16gb-ripjaws-s5-ddr5-5600mhz-cl28-1-35v-valkoinen,134.9,32gb (2 x 16gb) ripjaws s5,G.Skill,RAM_422744-ig800gg.jpg,https://ic.jimms.fi/product/4/5/422744-ig800gg.jpg,Ddr5,32gb (2 x 16gb),5600 mt/s,28-34-34-89
397,https://www.jimms.fi/fi/Product/Show/188528/kf552c36bbe-8/kingston-8gb-1-x-8gb-fury-beast-ddr5-5200mhz-cl36-1-25v-musta,47.9,8gb (1 x 8gb) fury beast ddr5,Kingston,RAM_420667-ig800gg.jpg,https://ic.jimms.fi/product/6/2/420667-ig800gg.jpg,Ddr5,8gb (1 x 8gb),5200 mt/s,Cl36
398,https://www.jimms.fi/fi/Product/Show/179684/f5-6400j3239g16gx2-tz5k/g-skill-32gb-2-x-16gb-trident-z5-ddr5-6400mhz-cl32-1-40v-musta,158.9,32gb (2 x 16gb) trident z5,G.Skill,RAM_373428-ig800gg.jpg,https://ic.jimms.fi/product/2/1/373428-ig800gg.jpg,Ddr5,32gb (2 x 16gb),6400mhz,32-39-39-102
399,https://www.jimms.fi/fi/Product/Show/153115/cmsx32gx4m2a3000c18/corsair-32gb-2-x-16gb-vengeance-ddr4-3000mhz-so-dimm-cl18-1-20v-musta,89.9,32gb (2 x 16gb) vengeance,Corsair,RAM_249809-ig800gg.jpg,https://ic.jimms.fi/product/0/0/249809-ig800gg.jpg,260-pin ddr4 so-dimm,32gb (2 x 16gb),3000 mhz,18-20-20-38
400,https://www.jimms.fi/fi/Product/Show/173953/kf432c16rba-32/kingston-32gb-1-x-32gb-fury-renegade-rgb-ddr4-3200mhz-cl16-musta,100.9,32gb (1 x 32gb) fury renegade rgb,Kingston,RAM_344249-ig800gg.jpg,https://ic.jimms.fi/product/4/0/344249-ig800gg.jpg,Ddr4,32gb (1 x 32gb),3200mhz,Cl16
401,https://www.jimms.fi/fi/Product/Show/172920/cmsx32gx4m2a2400c16/corsair-32gb-2-x-16gb-vengeance-ddr4-2400mhz-so-dimm-cl16-musta,88.9,32gb (2 x 16gb) vengeance,Corsair,RAM_339119-ig800gg.jpg,https://ic.jimms.fi/product/1/0/339119-ig800gg.jpg,Ddr4 so-dimm 260-pin,32gb (2 x 16gb),2400mhz (pc4-19200),16-16-16-39
402,https://www.jimms.fi/fi/Product/Show/195430/kf432c16bb12ak4-64/kingston-64gb-4-x-16gb-fury-beast-ddr4-rgb-3200mhz-cl16-13-5v-musta,198.9,64gb (4 x 16gb) fury beast ddr4 rgb,Kingston,RAM_457998-ig800gg.jpg,https://ic.jimms.fi/product/9/1/457998-ig800gg.jpg,Ddr4,64gb (4 x 16gb),3200 mt/s,Cl16 (16-18-18)
403,https://www.jimms.fi/fi/Product/Show/195437/kf432c16bb2ak2-64/kingston-64gb-2-x-32gb-fury-beast-ddr4-rgb-3200mhz-cl16-1-35v-musta,179.9,64gb (2 x 32gb) fury beast ddr4 rgb,Kingston,RAM_458026-ig800gg.jpg,https://ic.jimms.fi/product/2/3/458026-ig800gg.jpg,Ddr4,64gb (2 x 32gb),3200 mt/s,Cl16 (16-20-20)
404,https://www.jimms.fi/fi/Product/Show/179674/f5-5600j4040c16gx2-tz5rs/g-skill-32gb-2-x-16gb-trident-z5-rgb-ddr5-5600mhz-cl40-1-20v-hopea-musta,154.9,32gb (2 x 16gb) trident z5 rgb,G.Skill,RAM_373370-ig800gg.jpg,https://ic.jimms.fi/product/7/9/373370-ig800gg.jpg,Ddr5,32gb (2 x 16gb),5600mhz,40-40-40-89
405,https://www.jimms.fi/fi/Product/Show/176338/cmt128gx4m4d3600c18/corsair-128gb-4-x-32gb-dominator-platinum-rgb-ddr4-3600mhz-cl18-1-35v-musta,512.9,128gb (4 x 32gb) dominator platinum rgb,Corsair,RAM_356131-ig800gg.jpg,https://ic.jimms.fi/product/3/8/356131-ig800gg.jpg,Ddr4,128gb (4 x 32gb),3600 mhz (pc4-28800),18-22-22-42
406,https://www.jimms.fi/fi/Product/Show/99685/f3-2400c11d-16gab/g-skill-16gb-2-x-8gb-ares-ddr3-2400mhz-cl11-1-5-1-65v,70.9,16gb (2 x 8gb) ares,G.Skill,RAM_105750-ig800gg.jpg,https://ic.jimms.fi/product/5/9/105750-ig800gg.jpg,Ddr3,,2400 mhz,11
407,https://www.jimms.fi/fi/Product/Show/180452/kf548s38ib-16/kingston-16gb-1-x-16gb-fury-impact-ddr5-4800mhz-so-dimm-cl38-1-10v-musta,68.9,16gb (1 x 16gb) fury impact,Kingston,RAM_377155-ig800gg.jpg,https://ic.jimms.fi/product/5/4/377155-ig800gg.jpg,Sodimm ddr5,16gb,4800 mhz,Cl38
408,https://www.jimms.fi/fi/Product/Show/190041/cmt64gx5m4b6600c32/corsair-64gb-4-x-16gb-dominator-platinum-rgb-ddr5-6600mhz-cl32-1-40v-musta,426.9,64gb (4 x 16gb) dominator platinum rgb,Corsair,RAM_427823-ig800gg.jpg,https://ic.jimms.fi/product/2/6/427823-ig800gg.jpg,Ddr5,64gb (4 x 16gb),Ddr5-6600,32-39-39-76
409,https://www.jimms.fi/fi/Product/Show/194207/kcp548sd8-32/kingston-32gb-1-x-32gb-ddr5-4800mhz-so-dimm-cl40-1-10v,128.9,32gb (1 x 32gb) ddr5 4800mhz,Kingston,RAM_450522-ig800gg.jpg,https://ic.jimms.fi/product/2/7/450522-ig800gg.jpg,Ddr5 sdram,32 gb,4800 mhz (pc5-38400),
410,https://www.jimms.fi/fi/Product/Show/173806/kf432c16bbk2-8/kingston-8gb-2-x-4gb-fury-beast-ddr4-3200mhz-cl16-1-35v-musta,65.9,8gb (2 x 4gb) fury beast,Kingston,RAM_343848-ig800gg.jpg,https://ic.jimms.fi/product/4/1/343848-ig800gg.jpg,Ddr4,8gb (2 x 4gb),3200mhz,Cl16 (16-18-18)
411,https://www.jimms.fi/fi/Product/Show/195411/kf432c16bb2ak2-16/kingston-16gb-2-x-8gb-fury-beast-ddr4-rgb-3200mhz-cl16-1-35v-musta,66.9,16gb (2 x 8gb) fury beast ddr4 rgb,Kingston,RAM_457922-ig800gg.jpg,https://ic.jimms.fi/product/2/7/457922-ig800gg.jpg,Ddr4,16gb (2 x 8gb),3200 mt/s,Cl16 (16-18-18)
412,https://www.jimms.fi/fi/Product/Show/132236/cmk32gx4m2a2400c16/corsair-32gb-2x16gb-vengeance-lpx-ddr4-2400mhz-cl16-1-20v-musta,89.9,32gb (2x16gb) vengeance lpx,Corsair,RAM_171675-ig800gg.jpg,https://ic.jimms.fi/product/7/4/171675-ig800gg.jpg,Ddr4 dimm 288-pin,32gb,2400mhz (pc4-19200),16-16-16-39
413,https://www.jimms.fi/fi/Product/Show/164423/f4-3600c18d-32gtzr/g-skill-32gb-2-x-16gb-trident-z-rgb-ddr4-3600mhz-cl18-1-35v-musta,115.9,32gb (2 x 16gb) trident z rgb,G.Skill,RAM_295675-ig800gg.jpg,https://ic.jimms.fi/product/7/4/295675-ig800gg.jpg,Ddr4,32gb (2 x 16gb),3600 mhz,18-22-22-42
414,https://www.jimms.fi/fi/Product/Show/191474/cmt32gx5m2e6200c36/corsair-32gb-2-x-16gb-dominator-platinum-rgb-ddr5-6200mhz-cl36-1-40v-musta,206.9,32gb (2 x 16gb) dominator platinum rgb,Corsair,RAM_436440-ig800gg.jpg,https://ic.jimms.fi/product/4/9/436440-ig800gg.jpg,Ddr5,32gb (2 x 16gb),Ddr5-6200,36-46-46-100
415,https://www.jimms.fi/fi/Product/Show/148352/00d5048/ibm-m4-16gb-2rx4-pc3-14900-ecc-ddr3,206,M4 16gb 2rx4 pc3-14900 ecc ddr3,IBM,RAM_228925-ig800gg.jpg,https://ic.jimms.fi/product/2/4/228925-ig800gg.jpg,Ddr3,,1866 mhz,13
416,https://www.jimms.fi/fi/Product/Show/130001/f4-3866c18q-32gtzsw/g-skill-32gb-4-x-8gb-trident-z-ddr4-3866mhz-cl18-1-35v-hopea-valkoinen,295.9,32gb (4 x 8gb) trident z,G.Skill,RAM_165348-ig800gg.jpg,https://ic.jimms.fi/product/4/1/165348-ig800gg.jpg,Ddr4,32gb (4 x 8gb),3866 mhz,18-19-19-39-2n
417,https://www.jimms.fi/fi/Product/Show/130237/f4-3200c14q2-64gtzr/g-skill-64gb-8-x-8gb-trident-z-rgb-ddr4-3200mhz-cl14-1-35v,608.9,64gb (8 x 8gb) trident z rgb,G.Skill,RAM_165875-ig800gg.jpg,https://ic.jimms.fi/product/7/4/165875-ig800gg.jpg,Ddr4,64gb (8 x 8gb),3200 mhz,14-14-14-34-2n
418,https://www.jimms.fi/fi/Product/Show/187116/cmk32gx5m2x7000c34/corsair-32gb-2-x-16gb-vengeance-ddr5-7000mhz-cl34-1-45v-musta-harmaa,177.9,32gb (2 x 16gb) vengeance,Corsair,RAM_413495-ig800gg.jpg,https://ic.jimms.fi/product/9/4/413495-ig800gg.jpg,Ddr5,32gb (2 x 16gb),Ddr5-7000,34-42-42-96
419,https://www.jimms.fi/fi/Product/Show/196466/kf436c16rb2k2-16/kingston-16gb-2-x-8gb-fury-renegade-ddr4-3600mhz-cl16-1-35v-musta-harmaa,65.9,16gb (2 x 8gb) fury renegade ddr4,Kingston,RAM_463893-ig800gg.jpg,https://ic.jimms.fi/product/9/6/463893-ig800gg.jpg,Ddr4,16gb (2 x 8gb),3600 mt/s,16-20-20
420,https://www.jimms.fi/fi/Product/Show/36180/cmso4gx3m1a1333c9/corsair-4gb-ddr3-1333mhz-so-dimm,34.9,4gb,Corsair,RAM_13103-ig800gg.jpg,https://ic.jimms.fi/product/0/6/13103-ig800gg.jpg,Ddr3,,1333mhz,
421,https://www.jimms.fi/fi/Product/Show/191007/kf556c36bwe-32/kingston-32gb-1-x-32gb-fury-beast-white-ddr5-5600mhz-cl36-1-25v-valkoinen,141.9,32gb (1 x 32gb) fury beast white,Kingston,RAM_432793-ig800gg.jpg,https://ic.jimms.fi/product/9/6/432793-ig800gg.jpg,Ddr5,32gb (1 x 32gb),5600 mt/s,Cl36
422,https://www.jimms.fi/fi/Product/Show/167669/f4-3600c16d-32gtrsc/g-skill-32gb-2-x-16gb-trident-z-royal-ddr4-3600mhz-cl16-1-35v-hopea,167.9,32gb (2 x 16gb) trident z royal,G.Skill,RAM_312181-ig800gg.jpg,https://ic.jimms.fi/product/8/8/312181-ig800gg.jpg,Ddr4,32gb (2 x 16gb),3600 mhz,16-19-19-39
423,https://www.jimms.fi/fi/Product/Show/193212/kth-pl426e-16g/kingston-16gb-1-x-16gb-ddr4-2666mhz-ecc-cl19-1-20v,54.9,16gb (1 x 16gb) ddr4 2666mhz,Kingston,RAM_444799-ig800gg.jpg,https://ic.jimms.fi/product/9/0/444799-ig800gg.jpg,Ddr4 sdram,16 gb,2666 mhz (pc4-21300),
424,https://www.jimms.fi/fi/Product/Show/196538/kf442c19rb2ak2-16/kingston-16gb-2-x-8gb-fury-renegade-ddr4-rgb-4266mhz-cl19-1-40v-musta-harmaa,100.9,16gb (2 x 8gb) fury renegade ddr4 rgb,Kingston,RAM_464351-ig800gg.jpg,https://ic.jimms.fi/product/5/8/464351-ig800gg.jpg,Ddr4,16gb (2 x 8gb),4266 mt/s,19-26-26
425,https://www.jimms.fi/fi/Product/Show/188906/f5-6000j3238g32gx2-tz5rs/g-skill-64gb-2-x-32gb-trident-z5-rgb-ddr5-6000mhz-cl32-1-40v-hopea-musta,288.9,64gb (2 x 32gb) trident z5 rgb,G.Skill,RAM_422902-ig800gg.jpg,https://ic.jimms.fi/product/0/7/422902-ig800gg.jpg,Ddr5,64gb (2 x 32gb),6000 mt/s,32-38-38-96
426,https://www.jimms.fi/fi/Product/Show/130166/f4-3000c14d-32gtzr/g-skill-32gb-2-x-16gb-trident-z-rgb-ddr4-3000mhz-cl14-1-20v,268.9,32gb (2 x 16gb) trident z rgb,G.Skill,RAM_165687-ig800gg.jpg,https://ic.jimms.fi/product/8/2/165687-ig800gg.jpg,Ddr4,32gb (2 x 16gb),3000 mhz,14-14-14-34-2n
427,https://www.jimms.fi/fi/Product/Show/191040/kf552c40bwak2-64/kingston-64gb-2-x-32gb-fury-beast-white-rgb-ddr5-5200mhz-cl40-1-25v-valkoinen,259.9,64gb (2 x 32gb) fury beast white rgb,Kingston,RAM_432908-ig800gg.jpg,https://ic.jimms.fi/product/0/1/432908-ig800gg.jpg,Ddr5,64gb (2 x 32gb),5200 mt/s,Cl40
428,https://www.jimms.fi/fi/Product/Show/195360/ff4d532g6400hc40bdc01/team-group-32gb-2-x-16gb-t-force-delta-rgb-ddr5-6400mhz-cl40-1-35v-valkoinen,235,32gb (2 x 16gb) t-force delta rgb,Team Group,RAM_457537-ig800gg.jpg,https://ic.jimms.fi/product/3/2/457537-ig800gg.jpg,Ddr5 288 pin non-ecc unbuffered dimm,32gb (2 x 16gb),6400,Cl40-40-40-84
429,https://www.jimms.fi/fi/Product/Show/195526/kf564c32rsk2-48/kingston-48gb-2-x-24gb-fury-renegade-silver-ddr5-6400mhz-cl32-1-40v-musta-hopea,263.9,48gb (2 x 24gb) fury renegade silver,Kingston,RAM_458641-ig800gg.jpg,https://ic.jimms.fi/product/4/8/458641-ig800gg.jpg,Ddr5,48gb (2 x 24gb),6400 mt/s,Cl32 (32-39-39)
430,https://www.jimms.fi/fi/Product/Show/182518/kf552c40bba-16/kingston-16gb-1-x-16gb-fury-beast-ddr5-rgb-ddr5-5200mhz-cl40-1-25v-musta,79.9,16gb (1 x 16gb) fury beast ddr5 rgb,Kingston,RAM_388872-ig800gg.jpg,https://ic.jimms.fi/product/7/7/388872-ig800gg.jpg,Ddr5,16gb (1 x 16gb),5200 mt/s,Cl40
431,https://www.jimms.fi/fi/Product/Show/167696/f4-4400c16d-16gtzr/g-skill-16gb-2-x-8gb-trident-z-rgb-ddr4-4400mhz-cl16-1-50v-musta,162.9,16gb (2 x 8gb) trident z rgb,G.Skill,RAM_312210-ig800gg.jpg,https://ic.jimms.fi/product/1/9/312210-ig800gg.jpg,Ddr4,16gb (2 x 8gb),4400 mhz,16-19-19-39
432,https://www.jimms.fi/fi/Product/Show/173914/kf432c16rbk4-128/kingston-128gb-4-x-32gb-fury-renegade-ddr4-3200mhz-cl16-musta,366.9,128gb (4 x 32gb) fury renegade,Kingston,RAM_344143-ig800gg.jpg,https://ic.jimms.fi/product/4/6/344143-ig800gg.jpg,Ddr4,128gb (4 x 32gb),3200mhz,Cl16
433,https://www.jimms.fi/fi/Product/Show/190334/kf560c32rs-32/kingston-32gb-1-x-32gb-fury-renegade-silver-ddr5-6000mhz-cl32-1-35v-musta-hopea,148.9,32gb (1 x 32gb) fury renegade silver,Kingston,RAM_429301-ig800gg.jpg,https://ic.jimms.fi/product/0/8/429301-ig800gg.jpg,Ddr5,32gb (1 x 32gb),6000 mt/s,Cl32
434,https://www.jimms.fi/fi/Product/Show/155704/cmsx64gx4m2a2666c18/corsair-64gb-2-x-32gb-vengeance-series-ddr4-2666mhz-so-dimm-cl18-1-20v-musta,157.9,64gb (2 x 32gb) vengeance series,Corsair,RAM_260038-ig800gg.jpg,https://ic.jimms.fi/product/3/1/260038-ig800gg.jpg,260-pin ddr4 so-dimm,64gb (2 x 32gb),2666 mhz,18-18-18-43
435,https://www.jimms.fi/fi/Product/Show/115208/f4-3600c17q-16gvk/g-skill-16gb-4x4gb-ripjaws-v-ddr4-3600mhz-cl17,265.9,16gb (4x4gb),G.Skill,RAM_127657-ig800gg.jpg,https://ic.jimms.fi/product/5/2/127657-ig800gg.jpg,Ddr4,16gb,3600mhz,17-18-18-38-2n
436,https://www.jimms.fi/fi/Product/Show/191017/kf556c40bw-16/kingston-16gb-1-x-16gb-fury-beast-white-ddr5-5600mhz-cl40-1-25v-valkoinen,76.9,16gb (1 x 16gb) fury beast white,Kingston,RAM_432828-ig800gg.jpg,https://ic.jimms.fi/product/2/1/432828-ig800gg.jpg,Ddr5,16gb (1 x 16gb),5600 mt/s,Cl40
437,https://www.jimms.fi/fi/Product/Show/173924/kf436c18rbk4-128/kingston-128gb-4-x-32gb-fury-renegade-ddr4-3600mhz-cl18-1-35v-musta,406.9,128gb (4 x 32gb) fury renegade,Kingston,RAM_344169-ig800gg.jpg,https://ic.jimms.fi/product/6/0/344169-ig800gg.jpg,Ddr4,128gb (4 x 32gb),3600mhz,Cl18 (18-22-22)
438,https://www.jimms.fi/fi/Product/Show/188897/f5-5600j3036d16gx2-tz5rk/g-skill-32gb-2-x-16gb-trident-z5-rgb-ddr5-5600mhz-cl30-1-25v-musta,151.9,32gb (2 x 16gb) trident z5 rgb,G.Skill,RAM_422854-ig800gg.jpg,https://ic.jimms.fi/product/5/5/422854-ig800gg.jpg,Ddr5,32gb (2 x 16gb),5600 mt/s,30-36-36-89
439,https://www.jimms.fi/fi/Product/Show/174718/cmn64gx4m2z3200c16w/corsair-64gb-2-x-32gb-vengeance-rgb-rt-ddr4-3200mhz-cl16-1-35v-musta,176.9,64gb (2 x 32gb) vengeance rgb rt,Corsair,RAM_348072-ig800gg.jpg,https://ic.jimms.fi/product/7/7/348072-ig800gg.jpg,Ddr4,64gb (2 x 32gb),3200mhz (pc4-25600),
440,https://www.jimms.fi/fi/Product/Show/191412/ct2k32g4sfd832a/crucial-64gb-2-x-32gb-ddr4-3200mhz-so-dimm-cl22-1-20v,251.9,64gb (2 x 32gb) ddr4 3200mhz,Crucial,RAM_435999-ig800gg.jpg,https://ic.jimms.fi/product/9/0/435999-ig800gg.jpg,Sodimm ddr4,64gb kit (2 x 32gb),Ddr4-3200 (pc4-25600),22 (22-22-22)
441,https://www.jimms.fi/fi/Product/Show/190694/kvr56s46bs6k2-16/kingston-16gb-2-x-8gb-valueram-ddr5-5600mhz-so-dimm-cl46-1-10v,84.9,16gb (2 x 8gb) valueram,Kingston,RAM_431259-ig800gg.jpg,https://ic.jimms.fi/product/5/0/431259-ig800gg.jpg,Ddr5 sodimm 262-pin,16gb (2 x 8gb),5600 mt/s,Cl46
442,https://www.jimms.fi/fi/Product/Show/173829/kf437c19bb-8/kingston-8gb-1-x-8gb-fury-beast-ddr4-3733mhz-cl19-1-35v-musta,36.9,8gb (1 x 8gb) fury beast,Kingston,RAM_343908-ig800gg.jpg,https://ic.jimms.fi/product/0/1/343908-ig800gg.jpg,Ddr4,8gb (1 x 8gb),3733mhz,Cl19 (19-23-23)
443,https://www.jimms.fi/fi/Product/Show/173893/kf426c15rbk2-64/kingston-64gb-2-x-32gb-fury-renegade-ddr4-2666mhz-cl15-musta,180.9,64gb (2 x 32gb) fury renegade,Kingston,RAM_344076-ig800gg.jpg,https://ic.jimms.fi/product/7/3/344076-ig800gg.jpg,Ddr4,64gb (2 x 32gb),2666mhz,Cl15
444,https://www.jimms.fi/fi/Product/Show/190885/ksm48r40bd8kmm-32hmr/kingston-32gb-1-x-32gb-server-premier-ddr5-4800mhz-ecc-cl40-1-10v,167.9,32gb (1 x 32gb) server premier,Kingston,RAM_432265-ig800gg.jpg,https://ic.jimms.fi/product/6/4/432265-ig800gg.jpg,Ddr5 ecc dimm,32gb,4800 mt/s,Cl40 (40-39-39)
